,experiment,date,hour,device_make,platform_os,browser,yes,no
3971,exposed,2020-07-08,6,Generic Smartphone,6,Chrome Mobile,0,0
5539,exposed,2020-07-08,22,Generic Smartphone,6,Chrome Mobile,0,0
4056,exposed,2020-07-08,17,Samsung SM-J330FN,6,Chrome Mobile WebView,0,0
4537,exposed,2020-07-08,14,XiaoMi Redmi Note 8,6,Chrome Mobile WebView,0,0
5403,exposed,2020-07-08,21,Samsung SM-G950F,6,Chrome Mobile WebView,1,0
4708,control,2020-07-08,15,iPhone,5,Mobile Safari,0,0
4534,control,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,0,0
1380,exposed,2020-07-08,11,Samsung SM-G965F,6,Chrome Mobile WebView,0,0
5398,exposed,2020-07-08,5,Generic Smartphone,6,Chrome Mobile,0,0
4009,control,2020-07-08,21,Generic Smartphone,6,Chrome Mobile,0,0
4008,control,2020-07-08,6,Generic Smartphone,6,Chrome Mobile,0,0
3973,exposed,2020-07-08,20,Samsung SM-G975F,6,Chrome Mobile WebView,0,0
692,control,2020-07-08,1,Samsung SM-G935F,6,Facebook,0,0
4065,control,2020-07-08,5,Generic Smartphone,6,Chrome Mobile,0,0
1338,exposed,2020-07-08,2,Generic Smartphone,6,Facebook,0,0
5532,control,2020-07-08,14,iPhone,5,Mobile Safari,0,0
5476,exposed,2020-07-08,3,Generic Smartphone,6,Chrome Mobile,0,0
4502,exposed,2020-07-08,12,Generic Smartphone,6,Chrome Mobile,0,0
7554,exposed,2020-07-08,17,Generic Smartphone,6,Chrome Mobile,0,0
5533,exposed,2020-07-08,7,Generic Smartphone,6,Chrome Mobile,1,0
5407,exposed,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,1,0
5525,exposed,2020-07-08,5,Pixel 2,6,Chrome Mobile WebView,0,1
720,exposed,2020-07-08,2,Generic Smartphone,6,Chrome Mobile,0,0
7645,control,2020-07-08,11,Generic Smartphone,6,Chrome Mobile,0,0
5478,exposed,2020-07-08,17,Generic Smartphone,6,Chrome Mobile,0,1
5408,control,2020-07-08,7,Samsung SM-G973F,6,Facebook,0,0
1395,control,2020-07-08,20,Samsung SM-G973F,6,Facebook,0,0
7468,control,2020-07-08,11,Samsung SM-G960F,6,Samsung Internet,0,0
4582,exposed,2020-07-08,14,Generic Smartphone,6,Chrome Mobile,1,0
4719,exposed,2020-07-08,7,Samsung SM-A405FN,6,Chrome Mobile WebView,0,1
4661,control,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,1
1442,exposed,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,0
5538,control,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,0
4596,exposed,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
2266,control,2020-07-08,7,Generic Smartphone,6,Chrome Mobile,0,0
5393,exposed,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,1,0
4711,exposed,2020-07-08,14,Samsung SM-J530F,6,Chrome Mobile WebView,0,0
7570,exposed,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,0,0
4662,exposed,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
7553,exposed,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,0,0
7558,control,2020-07-08,21,Generic Smartphone,6,Chrome Mobile,0,0
7825,exposed,2020-07-08,22,Generic Smartphone,6,Chrome Mobile,0,0
4931,exposed,2020-07-09,3,Generic Smartphone,6,Chrome Mobile,0,1
1127,control,2020-07-09,18,Generic Smartphone,6,Chrome Mobile,0,0
2229,exposed,2020-07-09,16,Samsung SM-G975F,6,Samsung Internet,0,0
7733,control,2020-07-09,12,Generic Smartphone,6,Chrome Mobile,0,0
7741,control,2020-07-09,7,Samsung SM-G975F,6,Facebook,0,0
6671,exposed,2020-07-09,0,Samsung SM-A310F,6,Samsung Internet,1,0
4364,control,2020-07-09,17,Samsung SM-A505FN,6,Facebook,0,0
3145,control,2020-07-09,13,Samsung SM-G960F,6,Facebook,0,1
6703,control,2020-07-09,15,Samsung SM-A320FL,6,Samsung Internet,0,0
2768,exposed,2020-07-09,6,Generic Smartphone,6,Chrome Mobile,0,0
164,control,2020-07-09,11,LG-$2,6,Chrome Mobile,0,0
3160,control,2020-07-09,8,Generic Smartphone,6,Chrome Mobile,0,0
6655,exposed,2020-07-09,15,Samsung SM-J330FN,6,Chrome Mobile WebView,0,0
7274,control,2020-07-09,14,Samsung SM-G973F,6,Facebook,0,1
7323,exposed,2020-07-09,22,Generic Smartphone,6,Chrome Mobile,0,0
7204,control,2020-07-09,9,PCT-L29,6,Facebook,1,0
4897,control,2020-07-09,1,Generic Smartphone,6,Chrome Mobile,0,1
4898,control,2020-07-09,1,IMO $2,6,Chrome Mobile,1,0
6658,exposed,2020-07-09,0,HTC One $2,6,Chrome Mobile,1,0
1604,exposed,2020-07-09,11,Generic Smartphone,6,Chrome Mobile WebView,0,0
6659,control,2020-07-09,21,iPhone,5,Mobile Safari,0,0
7330,control,2020-07-09,14,Generic Smartphone,6,Chrome Mobile,0,0
4381,control,2020-07-09,14,Generic Smartphone,6,Chrome Mobile,0,0
2300,exposed,2020-07-09,19,Samsung SM-A105FN,6,Chrome Mobile WebView,0,0
6728,control,2020-07-09,10,Generic Smartphone,6,Chrome Mobile,0,0
7202,exposed,2020-07-09,8,Samsung SM-G973F,6,Chrome Mobile WebView,0,0
1593,control,2020-07-09,13,Generic Smartphone,6,Chrome Mobile,0,0
6661,exposed,2020-07-09,21,Generic Smartphone,6,Chrome Mobile,0,1
1226,exposed,2020-07-09,13,Nokia$2$3,6,Chrome Mobile WebView,1,0
2621,control,2020-07-09,6,Generic Smartphone,6,Chrome Mobile,0,0
4936,control,2020-07-09,21,Samsung SM-G930F,6,Facebook,0,0
7838,control,2020-07-09,19,Generic Smartphone,6,Chrome Mobile,0,0
2606,exposed,2020-07-09,14,Nokia$2$3,6,Chrome Mobile WebView,0,1
7197,control,2020-07-09,5,Generic Smartphone,6,Chrome Mobile,0,0
3153,exposed,2020-07-09,5,CLT-L09,6,Facebook,0,0
24,exposed,2020-07-09,17,Generic Smartphone,6,Chrome Mobile,0,0
1222,exposed,2020-07-09,9,Generic Smartphone,6,Chrome Mobile,0,0
7203,exposed,2020-07-09,17,Samsung SM-G950F,6,Chrome Mobile WebView,0,0
701,exposed,2020-07-09,19,Generic Smartphone,6,Chrome Mobile,1,0
3141,control,2020-07-09,2,Generic Smartphone,6,Chrome Mobile,0,0
4652,control,2020-07-09,20,Samsung SM-G973F,6,Facebook,0,0
4638,exposed,2020-07-09,9,Generic Smartphone,6,Chrome Mobile,0,0
4920,exposed,2020-07-09,11,Generic Smartphone,6,Chrome Mobile,0,0
741,exposed,2020-07-09,12,VOG-L29,6,Chrome Mobile WebView,0,0
1209,exposed,2020-07-09,12,Samsung SM-G973F,6,Facebook,0,0
3162,exposed,2020-07-09,9,Samsung SM-G975F,6,Chrome Mobile WebView,0,0
6694,exposed,2020-07-09,14,Generic Smartphone,6,Chrome Mobile,0,0
1124,exposed,2020-07-09,5,Generic Smartphone,6,Chrome Mobile,0,0
4647,exposed,2020-07-09,3,iPhone,5,Mobile Safari,0,0
628,control,2020-07-09,13,VOG-L09,6,Facebook,0,0
8058,exposed,2020-07-09,18,Generic Smartphone,6,Chrome Mobile,0,1
2788,control,2020-07-09,7,Generic Smartphone,6,Chrome Mobile,0,0
3134,exposed,2020-07-09,2,Generic Smartphone,6,Chrome Mobile,0,0
7560,control,2020-07-09,20,Generic Smartphone,6,Chrome Mobile WebView,0,0
6708,exposed,2020-07-09,21,Generic Smartphone,6,Chrome Mobile,0,0
3124,exposed,2020-07-09,15,D5803,6,Chrome Mobile WebView,0,0
6700,exposed,2020-07-09,18,Generic Smartphone,6,Chrome Mobile,1,0
4913,control,2020-07-09,20,Samsung SM-A415F,6,Facebook,0,0
2702,control,2020-07-09,2,iPhone,5,Mobile Safari,0,0
706,control,2020-07-09,4,Generic Smartphone,6,Chrome Mobile,0,0
7172,exposed,2020-07-09,4,Nokia undefined$2$3,6,Chrome Mobile,0,0
4915,exposed,2020-07-09,3,Generic Smartphone,6,Chrome Mobile,0,0
6704,exposed,2020-07-09,12,Generic Smartphone,6,Chrome Mobile,0,0
4917,exposed,2020-07-09,14,Samsung SM-G960F,6,Chrome Mobile WebView,0,0
4916,control,2020-07-09,19,Generic Smartphone,6,Chrome Mobile,0,0
7946,exposed,2020-07-09,16,Samsung SM-J330FN,6,Chrome Mobile WebView,0,0
4631,control,2020-07-09,2,Generic Smartphone,6,Chrome Mobile,0,0
6690,control,2020-07-09,14,iPhone,5,Chrome Mobile iOS,0,0
7181,exposed,2020-07-09,8,Samsung SM-G950F,6,Samsung Internet,0,0
4548,exposed,2020-07-09,8,Samsung SM-G930F,6,Chrome Mobile WebView,0,0
7162,control,2020-07-09,3,Samsung SM-J710F,6,Chrome Mobile WebView,0,0
703,exposed,2020-07-09,6,Generic Smartphone,6,Chrome Mobile,0,0
7529,control,2020-07-09,0,XiaoMi Redmi 5 Plus,6,Facebook,0,0
6677,control,2020-07-09,12,Generic Smartphone,6,Chrome Mobile,1,0
3104,control,2020-07-09,10,Generic Smartphone,6,Chrome Mobile,0,0
4635,exposed,2020-07-09,0,Samsung SM-J610FN,6,Facebook,0,0
3105,control,2020-07-09,6,Generic Smartphone,6,Chrome Mobile,0,0
7164,control,2020-07-09,15,iPhone,5,Mobile Safari,0,0
3140,exposed,2020-07-09,12,Generic Smartphone,6,Chrome Mobile,1,0
2780,control,2020-07-09,7,Samsung SM-G935F,6,Samsung Internet,0,0
4921,exposed,2020-07-09,20,Generic Smartphone,6,Chrome Mobile,0,0
1597,exposed,2020-07-09,16,LG-$2,6,Chrome Mobile,0,0
4925,exposed,2020-07-09,6,Generic Smartphone,6,Chrome Mobile,0,0
6717,exposed,2020-07-09,15,Generic Smartphone,6,Chrome Mobile WebView,0,0
775,exposed,2020-07-09,19,HTC 10,6,Chrome Mobile,0,1
6685,exposed,2020-07-09,17,Samsung SM-J530F,6,Samsung Internet,0,0
4906,exposed,2020-07-09,8,Samsung SM-A202F,6,Chrome Mobile WebView,0,0
2781,control,2020-07-09,11,Samsung SM-A105FN,6,Facebook,0,0
6687,exposed,2020-07-09,19,iPhone,5,Mobile Safari UI/WKWebView,0,0
2297,exposed,2020-07-09,7,Generic Smartphone,6,Chrome Mobile,0,0
6714,exposed,2020-07-09,17,Samsung SM-A202F,6,Samsung Internet,0,0
4370,exposed,2020-07-09,12,Generic Smartphone,6,Chrome Mobile WebView,0,0
4375,exposed,2020-07-09,5,Generic Smartphone,6,Chrome Mobile,0,1
704,control,2020-07-09,1,Generic Smartphone,6,Chrome Mobile,0,0
2610,exposed,2020-07-09,11,Generic Smartphone,6,Chrome Mobile,0,1
1645,control,2020-07-09,0,VOG-L09,6,Chrome Mobile WebView,0,0
1276,exposed,2020-07-09,13,Samsung SM-A705FN,6,Samsung Internet,0,0
1576,control,2020-07-09,10,Generic Smartphone,6,Chrome Mobile,0,0
192,exposed,2020-07-09,1,Generic Smartphone,6,Chrome Mobile,1,0
7722,control,2020-07-09,8,Generic Smartphone,6,Chrome Mobile,0,0
6553,control,2020-07-09,5,iPhone,5,Mobile Safari,0,0
1095,exposed,2020-07-09,21,Samsung SM-A105FN,6,Chrome Mobile WebView,0,0
7723,exposed,2020-07-09,13,Generic Smartphone,6,Chrome Mobile,1,0
7342,control,2020-07-09,21,Generic Smartphone,6,Chrome Mobile,0,1
8053,exposed,2020-07-09,0,Generic Smartphone,6,Chrome Mobile,0,0
6559,control,2020-07-09,18,Generic Smartphone,6,Chrome Mobile,0,0
2144,exposed,2020-07-09,13,Generic Smartphone,6,Chrome Mobile,0,0
614,exposed,2020-07-09,5,Generic Smartphone,6,Chrome Mobile,0,0
3218,control,2020-07-09,12,Generic Smartphone,6,Chrome Mobile,0,0
7606,control,2020-07-09,13,Nokia undefined$2$3,6,Chrome Mobile,0,0
2588,control,2020-07-09,15,Samsung SM-A202F,6,Samsung Internet,0,0
3215,control,2020-07-09,7,Generic Smartphone,6,Chrome Mobile,0,0
2307,exposed,2020-07-09,13,Samsung SM-A310F,6,Samsung Internet,0,0
7247,exposed,2020-07-09,19,Generic Smartphone,6,Chrome Mobile,0,0
7243,exposed,2020-07-09,20,Generic Smartphone,6,Chrome Mobile,1,0
7605,control,2020-07-09,7,Samsung SM-N970F,6,Facebook,0,0
2590,exposed,2020-07-09,20,Samsung SM-A105FN,6,Samsung Internet,0,0
3210,exposed,2020-07-09,13,Generic Smartphone,6,Chrome Mobile,0,0
1745,control,2020-07-09,4,Generic Smartphone,6,Chrome Mobile,0,0
7272,control,2020-07-09,1,Samsung SM-A300FU,6,Chrome Mobile WebView,0,0
8052,exposed,2020-07-09,6,iPhone,5,Mobile Safari,0,0
6578,exposed,2020-07-09,3,Generic Smartphone,6,Chrome Mobile,0,0
1531,control,2020-07-09,23,Generic Smartphone,6,Chrome Mobile,0,0
6573,control,2020-07-09,13,Samsung SM-G930F,6,Samsung Internet,0,0
2146,control,2020-07-09,5,Samsung SM-A505FN,6,Samsung Internet,0,0
7,control,2020-07-09,5,Samsung SM-G973F,6,Facebook,0,0
4336,control,2020-07-09,23,Samsung SM-N960F,6,Chrome Mobile WebView,0,0
3214,control,2020-07-09,20,Generic Smartphone,6,Chrome Mobile,0,0
6577,exposed,2020-07-09,0,Samsung SM-A705FN,6,Facebook,0,0
2246,control,2020-07-09,6,D5503,6,Chrome Mobile WebView,0,0
7344,exposed,2020-07-09,15,POT-LX1,6,Chrome Mobile WebView,0,0
2717,control,2020-07-09,18,Generic Smartphone,6,Chrome Mobile,0,0
6510,control,2020-07-09,17,XiaoMi Redmi Note 4,6,Facebook,0,0
7873,control,2020-07-09,20,Generic Smartphone,6,Chrome Mobile,0,0
786,control,2020-07-09,0,Generic Smartphone,6,Chrome Mobile,0,0
8019,control,2020-07-09,16,Generic Smartphone,6,Chrome Mobile,0,0
2310,exposed,2020-07-09,12,Nokia undefined$2$3,6,Chrome Mobile,0,0
6515,control,2020-07-09,23,Generic Smartphone,6,Chrome Mobile,0,0
5008,exposed,2020-07-09,2,Samsung SM-G950F,6,Samsung Internet,0,0
2135,control,2020-07-09,16,Generic Smartphone,6,Chrome Mobile,0,0
2241,exposed,2020-07-09,0,Generic Smartphone,6,Chrome Mobile,0,0
4588,control,2020-07-09,19,Generic Smartphone,6,Chrome Mobile,0,0
6519,control,2020-07-09,4,Generic Smartphone,6,Chrome Mobile,0,0
3245,exposed,2020-07-09,1,Generic Smartphone,6,Chrome Mobile,0,0
2136,control,2020-07-09,13,Generic Smartphone,6,Chrome Mobile,0,0
6522,exposed,2020-07-09,22,Samsung SM-G930F,6,Facebook,0,0
2721,control,2020-07-09,21,Generic Smartphone,6,Chrome Mobile,0,0
2308,exposed,2020-07-09,14,Generic Smartphone,6,Chrome Mobile,0,0
1415,control,2020-07-09,4,Generic Smartphone,6,Chrome Mobile,0,0
7569,exposed,2020-07-09,3,MAR-LX1A,6,Chrome Mobile WebView,0,0
2236,control,2020-07-09,19,Samsung SM-N976B,6,Facebook,0,1
3230,control,2020-07-09,12,Generic Smartphone,6,Chrome Mobile,0,0
7257,exposed,2020-07-09,18,Generic Smartphone,6,Chrome Mobile,0,0
1281,control,2020-07-09,19,Generic Smartphone,6,Chrome Mobile,0,0
4995,exposed,2020-07-09,11,Generic Smartphone,6,Chrome Mobile,0,0
6545,control,2020-07-09,21,Generic Smartphone,6,Chrome Mobile,0,0
1282,exposed,2020-07-09,11,Generic Smartphone,6,Chrome Mobile,0,0
6534,exposed,2020-07-09,11,OnePlus ONEPLUS A6013,6,Chrome Mobile WebView,0,0
6533,control,2020-07-09,3,Generic Smartphone,6,Chrome Mobile,0,0
3236,control,2020-07-09,17,iPhone,5,Chrome Mobile iOS,0,0
1240,exposed,2020-07-09,18,Generic Smartphone,6,Chrome Mobile,0,0
7874,exposed,2020-07-09,14,Generic Smartphone,6,Chrome Mobile,0,1
1241,exposed,2020-07-09,2,Generic Smartphone,6,Chrome Mobile,0,0
196,control,2020-07-09,12,Samsung SM-G965F,6,Facebook,0,0
2736,control,2020-07-09,13,Generic Smartphone,6,Chrome Mobile,0,0
1741,exposed,2020-07-09,4,Generic Smartphone,6,Chrome Mobile,0,0
6589,control,2020-07-09,7,Generic Smartphone,6,Chrome Mobile,0,0
1568,control,2020-07-09,17,Generic Smartphone,6,Chrome Mobile,0,0
6622,exposed,2020-07-09,10,Generic Smartphone,6,Chrome Mobile,0,0
2755,exposed,2020-07-09,18,Generic Smartphone,6,Chrome Mobile,0,0
1277,control,2020-07-09,8,PRA-LX1,6,Facebook,0,0
2711,exposed,2020-07-09,16,Generic Smartphone,6,Chrome Mobile,0,1
623,exposed,2020-07-09,11,Generic Smartphone,6,Chrome Mobile,0,0
1734,control,2020-07-09,17,Samsung SM-A515F,6,Samsung Internet,0,0
1227,control,2020-07-09,13,Generic Smartphone,6,Chrome Mobile,0,0
784,exposed,2020-07-09,20,Generic Smartphone,6,Chrome Mobile,0,0
1590,exposed,2020-07-09,21,Generic Smartphone,6,Chrome Mobile,0,0
4948,exposed,2020-07-09,18,Samsung SM-A217F,6,Chrome Mobile WebView,0,0
3167,exposed,2020-07-09,2,Generic Smartphone,6,Chrome Mobile,0,0
6633,exposed,2020-07-09,0,Generic Smartphone,6,Chrome Mobile,0,0
4946,control,2020-07-09,15,Generic Smartphone,6,Chrome Mobile,0,0
173,exposed,2020-07-09,16,CLT-L09,6,Chrome Mobile WebView,0,0
172,control,2020-07-09,10,iPhone,5,Chrome Mobile iOS,0,0
780,control,2020-07-09,16,Samsung SM-A505FN,6,Samsung Internet,0,0
6650,control,2020-07-09,20,iPhone,5,Mobile Safari,0,0
6649,control,2020-07-09,0,Generic Smartphone,6,Chrome Mobile,0,0
4623,exposed,2020-07-09,1,Generic Smartphone,6,Chrome Mobile,0,1
6648,exposed,2020-07-09,20,Generic Smartphone,6,Chrome Mobile,0,0
2302,control,2020-07-09,1,Generic Smartphone,6,Chrome Mobile,0,0
167,exposed,2020-07-09,5,Generic Smartphone,6,Chrome Mobile,0,0
622,exposed,2020-07-09,9,Generic Smartphone,6,Chrome Mobile WebView,0,0
4940,control,2020-07-09,2,G3311,6,Facebook,0,0
4942,exposed,2020-07-09,13,iPhone,5,Chrome Mobile iOS,0,0
170,exposed,2020-07-09,1,Lenovo A1010a20,6,Chrome Mobile,0,0
1567,exposed,2020-07-09,12,Generic Smartphone,6,Chrome Mobile,0,0
4358,control,2020-07-09,6,Generic Smartphone,6,Chrome Mobile,0,0
7878,exposed,2020-07-09,5,Generic Smartphone,6,Chrome Mobile,0,0
3166,exposed,2020-07-09,20,Samsung SM-A705FN,6,Facebook,0,1
2149,exposed,2020-07-09,0,Samsung SM-G973F,6,Samsung Internet,0,0
7219,exposed,2020-07-09,19,Generic Smartphone,6,Chrome Mobile,0,0
4619,control,2020-07-09,18,Pixel 2,6,Chrome Mobile WebView,0,0
4618,control,2020-07-09,20,Samsung SM-N976B,6,Chrome Mobile WebView,0,0
7230,exposed,2020-07-09,6,DUB-LX1,6,Chrome Mobile WebView,0,0
4607,exposed,2020-07-09,11,Generic Smartphone,6,Chrome Mobile,0,0
3198,control,2020-07-09,17,Generic Smartphone,6,Chrome Mobile,0,0
4967,exposed,2020-07-09,7,LG-$2,6,Chrome Mobile WebView,0,0
11,control,2020-07-09,6,Samsung SM-G935F,6,Chrome Mobile WebView,0,0
3199,exposed,2020-07-09,16,Samsung SM-A500FU,6,Chrome Mobile WebView,0,0
621,exposed,2020-07-09,10,Generic Smartphone,6,Chrome Mobile,0,0
4343,exposed,2020-07-09,2,Generic Smartphone,6,Chrome Mobile,0,0
7891,exposed,2020-07-09,17,Samsung SM-A310F,6,Samsung Internet,0,0
618,exposed,2020-07-09,13,Generic Smartphone,6,Chrome Mobile,0,0
1740,exposed,2020-07-09,2,Generic Smartphone,6,Chrome Mobile,0,0
1235,exposed,2020-07-09,5,Generic Smartphone,6,Chrome Mobile,1,0
4603,exposed,2020-07-09,5,Generic Smartphone,6,Chrome Mobile WebView,0,0
3203,exposed,2020-07-09,22,Generic Smartphone,6,Chrome Mobile WebView,0,0
7236,exposed,2020-07-09,23,Generic Smartphone,6,Chrome Mobile,1,0
4361,exposed,2020-07-09,18,Samsung SM-J330FN,6,Samsung Internet,1,0
174,exposed,2020-07-09,11,Generic Smartphone,6,Chrome Mobile,0,0
4570,control,2020-07-09,15,EML-L29,6,Facebook,0,0
3187,control,2020-07-09,8,Generic Smartphone,6,Chrome Mobile,0,0
6616,exposed,2020-07-09,6,EML-L09,6,Chrome Mobile WebView,0,0
3189,exposed,2020-07-09,19,Nokia undefined$2$3,6,Chrome Mobile,0,0
7817,exposed,2020-07-09,16,Generic Smartphone,6,Chrome Mobile,0,0
6612,exposed,2020-07-09,8,F5321,6,Facebook,0,0
4960,control,2020-07-09,12,Samsung SM-A908B,6,Samsung Internet,0,0
3197,exposed,2020-07-09,11,Generic Smartphone,6,Chrome Mobile,0,1
1103,exposed,2020-07-09,13,Generic Smartphone,6,Facebook,0,0
713,exposed,2020-07-09,13,Generic Smartphone,6,Chrome Mobile,0,0
6608,exposed,2020-07-09,7,Samsung SM-A750FN,6,Chrome Mobile WebView,0,0
6607,control,2020-07-09,17,iPhone,5,Mobile Safari,0,0
7777,exposed,2020-07-09,0,Generic Smartphone,6,Chrome Mobile,0,0
4961,control,2020-07-09,19,Generic Smartphone,6,Facebook,0,0
7227,exposed,2020-07-09,8,Samsung SM-G970F,6,Chrome Mobile WebView,1,0
3193,control,2020-07-09,10,Samsung SM-G960F,6,Facebook,1,0
7778,exposed,2020-07-09,15,Generic Smartphone,6,Chrome Mobile,0,0
4395,exposed,2020-07-09,11,Samsung SM-N976V,6,Pinterest,0,0
8000,exposed,2020-07-09,7,Generic Smartphone,6,Chrome Mobile WebView,0,0
1636,exposed,2020-07-09,9,Generic Smartphone,6,Chrome Mobile,0,0
92,control,2020-07-09,3,Generic Smartphone,6,Chrome Mobile,0,0
7059,exposed,2020-07-09,17,Samsung SM-G925F,6,Chrome Mobile WebView,0,1
4782,exposed,2020-07-09,9,Generic Smartphone,6,Chrome Mobile,0,0
6917,control,2020-07-09,20,XiaoMi Redmi 3S,6,Chrome Mobile WebView,0,0
1375,exposed,2020-07-09,2,Generic Smartphone,6,Chrome Mobile,0,0
6920,exposed,2020-07-09,10,Generic Smartphone,6,Chrome Mobile,0,0
2652,exposed,2020-07-09,13,Generic Smartphone,6,Chrome Mobile,0,0
7291,control,2020-07-09,18,ANE-LX1,6,Facebook,0,0
1668,exposed,2020-07-09,23,Generic Smartphone,6,Chrome Mobile,0,0
2278,control,2020-07-09,3,Generic Smartphone,6,Chrome Mobile,0,0
4518,exposed,2020-07-09,13,Samsung SM-A300FU,6,Chrome Mobile WebView,0,0
2280,control,2020-07-09,18,Generic Smartphone,6,Chrome Mobile,0,0
2185,control,2020-07-09,2,iPhone,5,Mobile Safari,0,0
4697,exposed,2020-07-09,12,Samsung SM-G960F,6,Chrome Mobile WebView,0,0
667,control,2020-07-09,13,Samsung SM-G901F,6,Chrome Mobile WebView,0,0
1664,exposed,2020-07-09,14,Generic Smartphone,6,Chrome Mobile,1,0
2276,exposed,2020-07-09,20,Generic Smartphone,6,Chrome Mobile WebView,0,0
2957,control,2020-07-09,15,Generic Smartphone,6,Chrome Mobile,0,0
2871,exposed,2020-07-09,12,Generic Smartphone,6,Chrome Mobile,0,0
6938,exposed,2020-07-09,6,Generic Smartphone,6,Chrome Mobile,0,0
2959,control,2020-07-09,13,Samsung SM-G980F,6,Facebook,0,0
7055,control,2020-07-09,5,Generic Smartphone,6,Chrome Mobile WebView,0,0
2676,control,2020-07-09,21,iPhone,5,Mobile Safari,0,0
4772,exposed,2020-07-09,8,Generic Smartphone,6,Chrome Mobile,0,0
4459,exposed,2020-07-09,5,Generic Smartphone,6,Chrome Mobile,0,0
4458,exposed,2020-07-09,1,Samsung SM-G973F,6,Chrome Mobile WebView,0,0
6930,exposed,2020-07-09,3,Samsung SM-N960F,6,Chrome Mobile WebView,0,0
6929,control,2020-07-09,1,Generic Smartphone,6,Chrome Mobile,0,0
4776,exposed,2020-07-09,12,MRD-LX1,6,Facebook,0,0
2275,exposed,2020-07-09,3,Samsung SM-A515F,6,Chrome Mobile WebView,0,0
1160,exposed,2020-07-09,4,Generic Smartphone,6,Chrome Mobile,0,0
8012,exposed,2020-07-09,13,Samsung SM-G950F,6,Chrome Mobile WebView,0,0
7063,exposed,2020-07-09,5,Generic Smartphone,6,Chrome Mobile,0,0
6940,exposed,2020-07-09,11,Generic Smartphone,6,Chrome Mobile,0,0
2978,control,2020-07-09,9,Generic Smartphone,6,Chrome Mobile,0,1
4791,exposed,2020-07-09,20,Generic Smartphone,6,Chrome Mobile,0,0
658,control,2020-07-09,15,Generic Smartphone,6,Chrome Mobile,0,1
6888,exposed,2020-07-09,13,Samsung SM-A505FN,6,Samsung Internet,0,0
2993,exposed,2020-07-09,21,Samsung SM-G973F,6,Samsung Internet,0,0
7081,control,2020-07-09,6,Generic Smartphone,6,Chrome Mobile,0,0
1402,control,2020-07-09,12,Generic Smartphone,6,Chrome Mobile,0,0
8065,exposed,2020-07-09,17,Generic Smartphone,6,Chrome Mobile,0,0
4805,exposed,2020-07-09,13,Generic Smartphone,6,Chrome Mobile,0,0
1677,control,2020-07-09,7,Generic Smartphone,6,Chrome Mobile,0,0
6879,exposed,2020-07-09,6,Samsung SM-G970F,6,Chrome Mobile WebView,0,0
7082,control,2020-07-09,12,Generic Smartphone,6,Chrome Mobile,0,0
2999,exposed,2020-07-09,5,Generic Smartphone,6,Chrome Mobile,0,0
657,exposed,2020-07-09,22,Generic Smartphone,6,Chrome Mobile,0,0
1630,exposed,2020-07-09,20,Samsung SM-A405FN,6,Samsung Internet,0,0
4814,control,2020-07-09,1,Samsung SM-J415FN,6,Samsung Internet,1,0
4432,exposed,2020-07-09,18,Samsung SM-A105FN,6,Samsung Internet,0,0
2648,control,2020-07-09,6,Samsung SM-G988B,6,Samsung Internet,0,0
2284,exposed,2020-07-09,8,Generic Smartphone,6,Chrome Mobile,0,0
7078,control,2020-07-09,11,Samsung SM-A600FN,6,Facebook,0,0
2865,exposed,2020-07-09,11,Generic Smartphone,6,Chrome Mobile,0,0
6905,exposed,2020-07-09,2,iPhone,5,Mobile Safari,0,1
7065,exposed,2020-07-09,12,iPhone,5,Mobile Safari,0,0
2983,exposed,2020-07-09,2,Generic Smartphone,6,Chrome Mobile,0,0
6902,exposed,2020-07-09,3,Generic Smartphone,6,Chrome Mobile,0,0
2681,exposed,2020-07-09,16,Samsung SM-G980F,6,Chrome Mobile WebView,1,0
2857,exposed,2020-07-09,15,Generic Smartphone,6,Facebook,0,0
4795,control,2020-07-09,8,Generic Smartphone,6,Chrome Mobile,0,0
7070,exposed,2020-07-09,18,Samsung SM-J600FN,6,Samsung Internet,0,0
7071,exposed,2020-07-09,13,Samsung SM-A300FU,6,Chrome Mobile WebView,0,0
1548,control,2020-07-09,5,Generic Smartphone,6,Chrome Mobile,0,0
4692,control,2020-07-09,17,iPhone,5,Mobile Safari UI/WKWebView,0,0
4691,exposed,2020-07-09,18,Generic Smartphone,6,Chrome Mobile,0,0
2852,control,2020-07-09,5,Generic Smartphone,6,Chrome Mobile,0,0
4689,control,2020-07-09,18,Samsung SM-J600FN,6,Facebook,0,0
2650,exposed,2020-07-09,6,Samsung SM-G960F,6,Chrome Mobile WebView,0,0
7086,control,2020-07-09,4,Generic Smartphone,6,Chrome Mobile,0,0
6942,control,2020-07-09,16,Generic Smartphone,6,Chrome Mobile,1,0
2655,control,2020-07-09,18,Generic Smartphone,6,Chrome Mobile,0,0
